case,problem,cores,group,first_variant,first_call,candidate,makespan,added_bytes,scheduled_bytes,original_bytes,partition_added_bytes,spill_bytes,hit_rate,hit_bytes,active_cores,miss_bytes,eligible_bytes,effective_ddr_byte_proxy,cache_key,plan_path,result_path
case_051,1,2,lowcore,joint,5,tensor4096_cheap64_active2,425966,9045718,9438936,393218,9045718,0,,0,2,,,9438936,82e62bcc729bc08fe7b6c348a9951f801b2957bf5ff29bc88e22a63b3d7e1f83,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p1_n2/joint/prefix/evaluations/attempts/20260926T001903-ff39dfbd14054ec49f51836f978f3a5c/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p1_n2/joint/prefix/evaluations/attempts/20260926T001903-ff39dfbd14054ec49f51836f978f3a5c/official_result.json.gz
case_051,1,2,lowcore,joint,1,wcc_start0_simple_a1_per_core_lpt_mv,607628,0,393218,393218,0,0,,0,1,,,393218,f02f021e1c80564f787388b8d755595e83538622890c49f74dc9c0d1ff8c8be2,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p1_n2/joint/prefix/evaluations/attempts/20260926T001901-afa7f23e4fa64c5aba1b7efd7b5760b0/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p1_n2/joint/prefix/evaluations/attempts/20260926T001901-afa7f23e4fa64c5aba1b7efd7b5760b0/official_result.json.gz
case_051,1,3,lowcore,strong,7,p1_joint_r0_phase2_eft_merge8,312423,9110978,9504196,393218,9110978,0,,0,3,,,9504196,d3fb1a6d96c86ab79ac6a1ab37424ad2870bd453ed2de84efcb1b9c83fc156f1,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p1_n3/strong/prefix/evaluations/attempts/20260926T002325-4c4c743883114f0198e5ea67f096b405/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p1_n3/strong/prefix/evaluations/attempts/20260926T002325-4c4c743883114f0198e5ea67f096b405/official_result.json.gz
case_051,1,3,lowcore,strong,5,tensor4096_cheap64_active3,370560,9045718,9438936,393218,9045718,0,,0,3,,,9438936,7610557fe32bd93f433990d1f4b77b65ec4eee25ae89dd7942639792f7031ff4,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p1_n3/strong/prefix/evaluations/attempts/20260926T002323-e76e0fd06c144fab8bedae1324b434d4/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p1_n3/strong/prefix/evaluations/attempts/20260926T002323-e76e0fd06c144fab8bedae1324b434d4/official_result.json.gz
case_051,1,3,lowcore,strong,1,wcc_start0_simple_a1_per_core_lpt_mv,607628,0,393218,393218,0,0,,0,1,,,393218,b14be16da812d1dbf1c5af243d0e71a807b05ee3b79875fcf6e9a40cdb848c9e,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p1_n3/strong/prefix/evaluations/attempts/20260926T002321-b89a7993fbb348eda86e318483d5132b/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p1_n3/strong/prefix/evaluations/attempts/20260926T002321-b89a7993fbb348eda86e318483d5132b/official_result.json.gz
case_051,1,4,lowcore,strong,12,observed_duration,288232,9111070,9504288,393218,9111070,0,,0,4,,,9504288,c1ed5c81d11492613e55ec7710eaa19a1aaae8faddef0f4ce8a94f777638fc0e,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p1_n4/strong/prefix/evaluations/attempts/20260926T001350-e2a4a1547d154d448d8ca10b47cd8a90/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p1_n4/strong/prefix/evaluations/attempts/20260926T001350-e2a4a1547d154d448d8ca10b47cd8a90/official_result.json.gz
case_051,1,4,lowcore,strong,5,tensor4096_cheap64_active4,333358,9045718,9438936,393218,9045718,0,,0,4,,,9438936,45f09bc0f11545342cf12fea34f18dae26b2f50687719856ce6bf75b6af41ee6,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p1_n4/strong/prefix/evaluations/attempts/20260926T001344-9a1f95a31b9e4897879cbe9cb2b7808d/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p1_n4/strong/prefix/evaluations/attempts/20260926T001344-9a1f95a31b9e4897879cbe9cb2b7808d/official_result.json.gz
case_051,1,4,lowcore,strong,1,wcc_start0_simple_a1_per_core_lpt_mv,607628,0,393218,393218,0,0,,0,1,,,393218,1b796137118d2eddee85651d980e41dbea133358d10eb4c78689eff28487d271,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p1_n4/strong/prefix/evaluations/attempts/20260926T001342-21c335c4278e4b848f6994934eda7d1d/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p1_n4/strong/prefix/evaluations/attempts/20260926T001342-21c335c4278e4b848f6994934eda7d1d/official_result.json.gz
case_051,1,5,development,strong,13,p1_joint_r0_tensor_cap0.25_eft_raw,259576,9111024,9504242,393218,9111024,0,,0,5,,,9504242,eba9ae6e47dca9a16f6093f9bbbba177d8fe5a7a05c6b934b0d2cc6c6efef9c9,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_051/p1_n5/strong/prefix/evaluations/attempts/20260926T001755-bdd2ae52616d4443b5a43e6465068419/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_051/p1_n5/strong/prefix/evaluations/attempts/20260926T001755-bdd2ae52616d4443b5a43e6465068419/official_result.json.gz
case_051,1,5,development,joint,16,v2_p1_branch_strict_s2_merge,290405,9046256,9439474,393218,9046256,0,,0,5,,,9439474,e874215c65fd2773f5715005f1381e780d9d7660d05ae379f088b535f27b2cba,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_051/p1_n5/joint/evaluations/attempts/20260926T002744-a470510aba8449009fa2a3a189ee8bb3/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_051/p1_n5/joint/evaluations/attempts/20260926T002744-a470510aba8449009fa2a3a189ee8bb3/official_result.json.gz
case_051,1,5,development,strong,5,tensor4096_cheap64_active5,317741,9045718,9438936,393218,9045718,0,,0,5,,,9438936,6a4352c536e4048d83eac7adb0ab4129cc93eb5526ec611be63b9325ab2b5733,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_051/p1_n5/strong/prefix/evaluations/attempts/20260926T001748-2b37924a0ce54e5a820fd1c7be2f47e9/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_051/p1_n5/strong/prefix/evaluations/attempts/20260926T001748-2b37924a0ce54e5a820fd1c7be2f47e9/official_result.json.gz
case_051,1,5,development,strong,1,wcc_start0_simple_a1_per_core_lpt_mv,607628,0,393218,393218,0,0,,0,1,,,393218,deeecfefb09786b7197b187d75ae2a1baaa5ff59abe1c348fb48958d898f5261,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_051/p1_n5/strong/prefix/evaluations/attempts/20260926T001746-d6cb80e3b3af46f6b4c15e01a0f299ad/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_051/p1_n5/strong/prefix/evaluations/attempts/20260926T001746-d6cb80e3b3af46f6b4c15e01a0f299ad/official_result.json.gz
case_051,2,2,lowcore,joint,4,trace_r00_00_producer_single,319230,394080,787298,393218,394080,0,,0,2,,,787298,bc2dc6c1de114b86f0c4ae50f99d634df3ab60ff4618bd2942855cfd43dd5b2c,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p2_n2/joint/prefix/evaluations/attempts/20260926T000922-4b1e9bead6b64897b54d03e6655ec3e3/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p2_n2/joint/prefix/evaluations/attempts/20260926T000922-4b1e9bead6b64897b54d03e6655ec3e3/official_result.json.gz
case_051,2,2,lowcore,joint,1,wcc_start0_simple_a1_per_core_lpt_mv,607628,0,393218,393218,0,0,,0,1,,,393218,3ba3984311108a12493df8df5ca3849ea9e3006f8fc1d64977f890d02aa7bb67,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p2_n2/joint/prefix/evaluations/attempts/20260926T000920-0e566702941c4e3e89fca5a0138dd73e/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p2_n2/joint/prefix/evaluations/attempts/20260926T000920-0e566702941c4e3e89fca5a0138dd73e/official_result.json.gz
case_051,2,3,lowcore,strong,3,op_stable_id_w100,228533,263200,656418,393218,263200,0,,0,3,,,656418,20e7e9872289aaf356d1e19a7b210f59cc81f27af531ddaa39156bc4a27320ea,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p2_n3/strong/prefix/evaluations/attempts/20260926T001113-a395af5e1cbe4454b89811fdf8d11837/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p2_n3/strong/prefix/evaluations/attempts/20260926T001113-a395af5e1cbe4454b89811fdf8d11837/official_result.json.gz
case_051,2,3,lowcore,strong,1,wcc_start0_simple_a1_per_core_lpt_mv,607628,0,393218,393218,0,0,,0,1,,,393218,0a6f6472a4233df24f550acf06decb1a95baa9f60158de404c5ca2497102005f,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p2_n3/strong/prefix/evaluations/attempts/20260926T001112-ac422acafeec4875ac65de9e22d5c5ef/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p2_n3/strong/prefix/evaluations/attempts/20260926T001112-ac422acafeec4875ac65de9e22d5c5ef/official_result.json.gz
case_051,2,4,lowcore,strong,3,op_stable_id_w100,179465,197848,591066,393218,197848,0,,0,4,,,591066,51e43b7e75347150dc424bb2fc180b9901cd19bff8366a27e4255fd2ebaa0248,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p2_n4/strong/prefix/evaluations/attempts/20260926T001813-5b96b68816ba47c38e180e6f5f31bd5b/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p2_n4/strong/prefix/evaluations/attempts/20260926T001813-5b96b68816ba47c38e180e6f5f31bd5b/official_result.json.gz
case_051,2,4,lowcore,strong,1,wcc_start0_simple_a1_per_core_lpt_mv,607628,0,393218,393218,0,0,,0,1,,,393218,0e954db14931703bf231d2354f1bf928548d4576f88e681ec0f80856db886848,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p2_n4/strong/prefix/evaluations/attempts/20260926T001812-81c544075efd4eeea933c3649deb2aec/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p2_n4/strong/prefix/evaluations/attempts/20260926T001812-81c544075efd4eeea933c3649deb2aec/official_result.json.gz
case_051,2,5,development,joint,15,lifetime_w8_b0.5,179213,230808,624026,393218,230808,0,,0,5,,,624026,c693c6c0ba9f2c3e797bd5518279f014add5edfb20de1395fe537dacfb179708,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_051/p2_n5/joint/evaluations/attempts/20260926T002320-9af8fed93f75426aad0a5135900db31c/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_051/p2_n5/joint/evaluations/attempts/20260926T002320-9af8fed93f75426aad0a5135900db31c/official_result.json.gz
case_051,2,5,development,joint,16,trace_r00_00_producer_single,180878,230804,624022,393218,230804,0,,0,5,,,624022,19a0884b63b956d8baf42c50fdc8a02c20f479a36618ddba7cf316aa0c12e9d6,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_051/p2_n5/joint/evaluations/attempts/20260926T002320-ba61313ecd6446bdb3f776f55be291f4/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_051/p2_n5/joint/evaluations/attempts/20260926T002320-ba61313ecd6446bdb3f776f55be291f4/official_result.json.gz
case_051,2,5,development,strong,1,wcc_start0_simple_a1_per_core_lpt_mv,607628,0,393218,393218,0,0,,0,1,,,393218,855f1edf167b95f27903580e813a64d06cddadb96eb406a60890b8ea30a43553,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_051/p2_n5/strong/prefix/evaluations/attempts/20260926T001914-60a9b9db87e243f3a2592ac452301083/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_051/p2_n5/strong/prefix/evaluations/attempts/20260926T001914-60a9b9db87e243f3a2592ac452301083/official_result.json.gz
case_051,3,2,lowcore,joint,4,trace_r00_00_producer_single,318398,394080,787298,393218,394080,0,0.4997254925882999,393216,2,393648,786864,394082,e1e8c766acf7d1aef46428f9cd1dc2b37f8af7168a63735ad3562772735e9b5f,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p3_n2/joint/prefix/evaluations/attempts/20260926T002730-da37e9f05c9a46bebbfb59000110aa10/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p3_n2/joint/prefix/evaluations/attempts/20260926T002730-da37e9f05c9a46bebbfb59000110aa10/official_result.json.gz
case_051,3,2,lowcore,joint,14,region_r0_1_observed,321289,394072,787290,393218,394072,0,0.49972803294105683,393216,2,393644,786860,394074,5648821fa5538daa3417b39a9552883e6892b1c12977017722b616dcd2d27ced,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p3_n2/joint/evaluations/attempts/20260926T002734-545fc5c97f1547e5bb3373663ecff025/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p3_n2/joint/evaluations/attempts/20260926T002734-545fc5c97f1547e5bb3373663ecff025/official_result.json.gz
case_051,3,2,lowcore,joint,1,wcc_start0_simple_a1_per_core_lpt_mv,607628,0,393218,393218,0,0,0.0,0,1,393216,393216,393218,8052f08e68503369d91320704f2079dadf549afa5b77a0b6df2b3264decd55f8,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p3_n2/joint/prefix/evaluations/attempts/20260926T002728-702889ab63e64dfe96b55a06dc546e45/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p3_n2/joint/prefix/evaluations/attempts/20260926T002728-702889ab63e64dfe96b55a06dc546e45/official_result.json.gz
case_051,3,3,lowcore,joint,3,op_stable_id_w100,227940,263200,656418,393218,263200,0,0.3997481277291245,262190,3,393698,655888,394228,170ceac53e39f16d22da95a425988a310581c059900fb337032bfdcb0b9d6d87,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p3_n3/joint/prefix/evaluations/attempts/20260926T001701-016974927a3947f18153faa5ff38aecc/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p3_n3/joint/prefix/evaluations/attempts/20260926T001701-016974927a3947f18153faa5ff38aecc/official_result.json.gz
case_051,3,3,lowcore,joint,1,wcc_start0_simple_a1_per_core_lpt_mv,607628,0,393218,393218,0,0,0.0,0,1,393216,393216,393218,af980dd6b2e5519a4995394840f8941d4ace40ab61e5003883df5f3d8cccce8a,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p3_n3/joint/prefix/evaluations/attempts/20260926T001700-f5e74e34f1f94aac9f6ecd4beb1e4d7b/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p3_n3/joint/prefix/evaluations/attempts/20260926T001700-f5e74e34f1f94aac9f6ecd4beb1e4d7b/official_result.json.gz
case_051,3,4,lowcore,joint,3,op_stable_id_w100,178974,197848,591066,393218,197848,0,0.3331391291976885,196700,4,393744,590444,394366,11da8d06705aa7416a2937f27277786a54176f9aac9174975d4fbd82326da996,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p3_n4/joint/prefix/evaluations/attempts/20260926T001244-aa582a3bb00d4875a445c924e41ea0e7/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p3_n4/joint/prefix/evaluations/attempts/20260926T001244-aa582a3bb00d4875a445c924e41ea0e7/official_result.json.gz
case_051,3,4,lowcore,joint,1,wcc_start0_simple_a1_per_core_lpt_mv,607628,0,393218,393218,0,0,0.0,0,1,393216,393216,393218,6876d2aeb0d7b6b419e47ca3041c261b9050e348a39eca42686b16dd9d349804,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p3_n4/joint/prefix/evaluations/attempts/20260926T001243-0043e109b8e24781a0ee4678d02ac7b8/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p3_n4/joint/prefix/evaluations/attempts/20260926T001243-0043e109b8e24781a0ee4678d02ac7b8/official_result.json.gz
case_051,3,5,development,joint,15,lifetime_w8_b0.5,179995,230804,624022,393218,230804,0,0.3682204246389414,229514,5,393792,623306,394508,3e0d225dd9bfcaa5e3ae14757a283c27951c0e622823faaea0f37bfc6a3863b0,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_051/p3_n5/joint/evaluations/attempts/20260926T002823-662142c50a2f4fce900f20dae415661e/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_051/p3_n5/joint/evaluations/attempts/20260926T002823-662142c50a2f4fce900f20dae415661e/official_result.json.gz
case_051,3,5,development,strong,1,wcc_start0_simple_a1_per_core_lpt_mv,607628,0,393218,393218,0,0,0.0,0,1,393216,393216,393218,60fd2cd411b972d0e36c9cf5ee31eea4150ebac2019562627fc10215858db833,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_051/p3_n5/strong/prefix/evaluations/attempts/20260926T002105-1e8d2db27cff4f8ea6d315909efb5db3/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_051/p3_n5/strong/prefix/evaluations/attempts/20260926T002105-1e8d2db27cff4f8ea6d315909efb5db3/official_result.json.gz
case_057,1,5,validation,strong,10,merge256,14028,14400,356860,342460,14400,0,,0,5,,,356860,2a73081cd7787345fe870da78beb27a208e23f673284f0a443e5610654c71fd1,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_057/p1_n5/strong/prefix/evaluations/attempts/20260926T001851-fac4de59370f4e48b7712a878a57b379/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_057/p1_n5/strong/prefix/evaluations/attempts/20260926T001851-fac4de59370f4e48b7712a878a57b379/official_result.json.gz
case_057,1,5,validation,strong,2,wcc_task_4_mv_complement_batch2,16708,14112,356572,342460,14112,0,,0,5,,,356572,2bbc77e5ee050dc6a1380ca63cdf3fc3342e1c56cd9f859451d3137322dbf8cf,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_057/p1_n5/strong/prefix/evaluations/attempts/20260926T001847-064fdf622cc44813b387569495b0adf9/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_057/p1_n5/strong/prefix/evaluations/attempts/20260926T001847-064fdf622cc44813b387569495b0adf9/official_result.json.gz
case_057,1,5,validation,strong,12,wcc_start0_simple_a4_per_core_lpt_mv,20957,288,342748,342460,288,0,,0,4,,,342748,ae7d7df561c636aa87bc36ab585344e251cb88bc4a97f6b4ce0ec59a3349c4ab,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_057/p1_n5/strong/prefix/evaluations/attempts/20260926T001852-23d3df3642af4e488657d02372d4cdab/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_057/p1_n5/strong/prefix/evaluations/attempts/20260926T001852-23d3df3642af4e488657d02372d4cdab/official_result.json.gz
case_057,2,5,validation,joint,4,wcc_protected_interleave_v2_w2_base_earliest_start,14372,27936,370396,342460,27936,0,,0,5,,,370396,a87314b214023de4d5fe0570eec7b65418b1771e1f847322e8c6ddaa8aad5060,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_057/p2_n5/joint/prefix/evaluations/attempts/20260926T001855-1dfd596632b04704a4363598537f16cf/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_057/p2_n5/joint/prefix/evaluations/attempts/20260926T001855-1dfd596632b04704a4363598537f16cf/official_result.json.gz
case_057,3,5,validation,strong,4,wcc_protected_interleave_v2_w2_base_earliest_start,14372,27936,370396,342460,27936,0,0.07663692925568687,27936,5,336588,364524,342460,71459e67bc64b1b5d45e7814e3c3b418d1c2d29eb43792b5618a272ac4153701,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_057/p3_n5/strong/prefix/evaluations/attempts/20260926T000920-6abf9d9aa5b3494d89bd6c0c9eeecda1/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_057/p3_n5/strong/prefix/evaluations/attempts/20260926T000920-6abf9d9aa5b3494d89bd6c0c9eeecda1/official_result.json.gz
case_064,1,5,development,joint,15,p1_joint_r0_phase2_eft_merge8,15155,148968,186382,37414,148968,0,,0,5,,,186382,24b0d4bcbc50d583d5a9b40f404217fa743ef278e2b4537efdc45e31f01c8525,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_064/p1_n5/joint/evaluations/attempts/20260926T001715-5d0479cac5d84f098b17232c9e432121/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_064/p1_n5/joint/evaluations/attempts/20260926T001715-5d0479cac5d84f098b17232c9e432121/official_result.json.gz
case_064,1,5,development,joint,12,selective_phase_band_critical_path_x2_a5_eft,16469,134330,171744,37414,134330,0,,0,5,,,171744,0e250f9714e6a6a617bd7d7a3507dba5408b899555b8ca5ee16aa04c5a30b6b8,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_064/p1_n5/joint/prefix/evaluations/attempts/20260926T001713-016da479460f4fe09f2fe8bf1b9ea389/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_064/p1_n5/joint/prefix/evaluations/attempts/20260926T001713-016da479460f4fe09f2fe8bf1b9ea389/official_result.json.gz
case_064,1,5,development,strong,14,merge256,16904,89750,127164,37414,89750,0,,0,5,,,127164,65e9d85dc4a1a0e32e291293f48f10e24ea5ac99a7a16a79c9c560c8a58cfedf,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_064/p1_n5/strong/prefix/evaluations/attempts/20260926T002700-89701df3290b43edaece081516d2060b/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_064/p1_n5/strong/prefix/evaluations/attempts/20260926T002700-89701df3290b43edaece081516d2060b/official_result.json.gz
case_064,1,5,development,joint,6,merge16,17325,79620,117034,37414,79620,0,,0,5,,,117034,a2efd6a6f86906d96075e1919156a5d047f9d0c37ff4187d0e942da3adefc500,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_064/p1_n5/joint/prefix/evaluations/attempts/20260926T001710-558978bfa3f24101b356814fc776d161/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_064/p1_n5/joint/prefix/evaluations/attempts/20260926T001710-558978bfa3f24101b356814fc776d161/official_result.json.gz
