case,problem,cores,before,after,reduction_pct,added_copy_bytes,plan,official_record,official_result
case_043,2,4,255399,255399,0.0,1045530,方案/p2/n4/case_043_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133524-1e02dd9af31d4fb0ab08b2d5dae89eec/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133524-1e02dd9af31d4fb0ab08b2d5dae89eec/official_result.json.gz
case_043,2,5,171710,170750,0.5590821734319462,6691004,方案/p2/n5/case_043_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T220705-61d38b3e5e3840f7b23605153168e6e6/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T220705-61d38b3e5e3840f7b23605153168e6e6/official_result.json.gz
case_043,3,2,352991,352991,0.0,458788,方案/p3/n2/case_043_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T143858-422ea307c4e7414383fbf58dd710383b/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T143858-422ea307c4e7414383fbf58dd710383b/official_result.json.gz
case_043,3,3,260496,260496,0.0,190524,方案/p3/n3/case_043_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144051-5cd3a6d725ff4c178555350a45dce862/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144051-5cd3a6d725ff4c178555350a45dce862/official_result.json.gz
case_043,3,4,255536,255536,0.0,1470490,方案/p3/n4/case_043_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144224-04214b2c10804796b4d672ed3a6b3b60/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144224-04214b2c10804796b4d672ed3a6b3b60/official_result.json.gz
case_043,3,5,158526,158368,0.0996681932301291,6691004,方案/p3/n5/case_043_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T221541-9c03fb0fba324114b9b8a9416b0da319/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T221541-9c03fb0fba324114b9b8a9416b0da319/official_result.json.gz
case_044,1,2,96349,96349,0.0,222208,方案/p1/n2/case_044_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144110-71b3f675ecd94a7cb6780968ae074e31/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144110-71b3f675ecd94a7cb6780968ae074e31/official_result.json.gz
case_044,1,3,97729,97729,0.0,280704,方案/p1/n3/case_044_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144117-036a8b06d2274224953b38c8a5370f6d/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144117-036a8b06d2274224953b38c8a5370f6d/official_result.json.gz
case_044,1,4,97889,97889,0.0,368640,方案/p1/n4/case_044_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144124-f384f05087c440d48f4e4cd7288991a0/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144124-f384f05087c440d48f4e4cd7288991a0/official_result.json.gz
case_044,1,5,100015,96349,3.6654501824726293,222208,方案/p1/n5/case_044_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/跨核继承_v1/evaluations/attempts/20260924T215823-75f75d7dbca04dd6aed9985c2f63e9ac/record.json,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/跨核继承_v1/evaluations/attempts/20260924T215823-75f75d7dbca04dd6aed9985c2f63e9ac/official_result.json.gz
case_044,2,2,44806,44806,0.0,1020512,方案/p2/n2/case_044_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133013-bb51c701a77b4af19e611b620b58da44/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133013-bb51c701a77b4af19e611b620b58da44/official_result.json.gz
case_044,2,3,54028,54028,0.0,1860800,方案/p2/n3/case_044_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133031-c857b80d4b9b49c3b54011883aa9cac1/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133031-c857b80d4b9b49c3b54011883aa9cac1/official_result.json.gz
case_044,2,4,67402,67402,0.0,2832160,方案/p2/n4/case_044_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133040-2e33b53824624078a5a7447195d7d145/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133040-2e33b53824624078a5a7447195d7d145/official_result.json.gz
case_044,2,5,74471,44806,39.834297914624486,1020512,方案/p2/n5/case_044_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/跨核继承_v1/evaluations/attempts/20260924T215823-25fcc1f74d3e48628780b1f996771730/record.json,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/跨核继承_v1/evaluations/attempts/20260924T215823-25fcc1f74d3e48628780b1f996771730/official_result.json.gz
case_044,3,2,44293,44293,0.0,1021024,方案/p3/n2/case_044_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144516-224369f93e484a8c97890423bc9c40da/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144516-224369f93e484a8c97890423bc9c40da/official_result.json.gz
case_044,3,3,44247,44247,0.0,1903808,方案/p3/n3/case_044_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144526-2fb5ba9150914413bebe3ba785368eb7/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144526-2fb5ba9150914413bebe3ba785368eb7/official_result.json.gz
case_044,3,4,48902,48902,0.0,4764064,方案/p3/n4/case_044_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144533-b9e384d526c04aef8902626abb730390/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144533-b9e384d526c04aef8902626abb730390/official_result.json.gz
case_044,3,5,46139,44247,4.1006523765144465,1903808,方案/p3/n5/case_044_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/跨核继承_v1/evaluations/attempts/20260924T215823-98b9321c78654f80815a0d2e6dffadd2/record.json,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/跨核继承_v1/evaluations/attempts/20260924T215823-98b9321c78654f80815a0d2e6dffadd2/official_result.json.gz
case_045,1,2,63059,63059,0.0,0,方案/p1/n2/case_045_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T095205-c7b1f77ee1dc4ff9a3b007c10452f660/record.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T095205-c7b1f77ee1dc4ff9a3b007c10452f660/official_result.json.gz
case_045,1,3,42452,42452,0.0,0,方案/p1/n3/case_045_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144141-3bca2ae9634542c0926d2d8e95b0b083/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144141-3bca2ae9634542c0926d2d8e95b0b083/official_result.json.gz
case_045,1,4,31878,31878,0.0,0,方案/p1/n4/case_045_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144149-9ef0705f32d74e729c1b8d7031a5f3a3/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144149-9ef0705f32d74e729c1b8d7031a5f3a3/official_result.json.gz
case_045,1,5,26153,26153,0.0,0,方案/p1/n5/case_045_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144159-dfa711f6811c4d0ca25b4e6aa97165a7/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144159-dfa711f6811c4d0ca25b4e6aa97165a7/official_result.json.gz
case_045,2,2,62983,62983,0.0,0,方案/p2/n2/case_045_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133100-37b9451b4e0744d9abd7467c68e41ba3/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133100-37b9451b4e0744d9abd7467c68e41ba3/official_result.json.gz
case_045,2,3,42214,42214,0.0,0,方案/p2/n3/case_045_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133111-55119c38d7a54fd4b3ff9d3dad71865e/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133111-55119c38d7a54fd4b3ff9d3dad71865e/official_result.json.gz
case_045,2,4,31878,31878,0.0,0,方案/p2/n4/case_045_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133122-cbac92f6340649a1bf7eb5feabc6da77/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133122-cbac92f6340649a1bf7eb5feabc6da77/official_result.json.gz
case_045,2,5,25770,25770,0.0,0,方案/p2/n5/case_045_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133132-35014a2dc4104f148d4289ccda74d512/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133132-35014a2dc4104f148d4289ccda74d512/official_result.json.gz
case_045,3,2,62983,62983,0.0,0,方案/p3/n2/case_045_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144600-cc6a55ed19424a0c8e390f5da3994e05/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144600-cc6a55ed19424a0c8e390f5da3994e05/official_result.json.gz
case_045,3,3,42214,42214,0.0,0,方案/p3/n3/case_045_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144610-428c637097fc4b1eb33d7ec0eb3c9c5a/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144610-428c637097fc4b1eb33d7ec0eb3c9c5a/official_result.json.gz
case_045,3,4,31878,31878,0.0,0,方案/p3/n4/case_045_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144620-8750dc07b8224225b273d80897eabd10/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144620-8750dc07b8224225b273d80897eabd10/official_result.json.gz
case_045,3,5,25770,25770,0.0,0,方案/p3/n5/case_045_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144632-a9aa85a8d6234f7db40cb8d153c50d65/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144632-a9aa85a8d6234f7db40cb8d153c50d65/official_result.json.gz
case_046,1,2,158876,158876,0.0,6512800,方案/p1/n2/case_046_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T095211-38a70eabb3684d5fa9fecb36a89d45ee/record.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T095211-38a70eabb3684d5fa9fecb36a89d45ee/official_result.json.gz
case_046,1,3,133411,133411,0.0,5513376,方案/p1/n3/case_046_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144213-885216cf282c419cbd70964a1adc5ad9/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144213-885216cf282c419cbd70964a1adc5ad9/official_result.json.gz
case_046,1,4,124612,124612,0.0,4513952,方案/p1/n4/case_046_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144217-cfb7c3ef97394df3bb4389e9699bc3be/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144217-cfb7c3ef97394df3bb4389e9699bc3be/official_result.json.gz
case_046,1,5,124612,124612,0.0,4513952,方案/p1/n5/case_046_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144222-6b9db8bc1e52404ab7dfa1eb1036be6c/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144222-6b9db8bc1e52404ab7dfa1eb1036be6c/official_result.json.gz
case_046,2,2,105690,105690,0.0,930400,方案/p2/n2/case_046_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133137-478a5d147fdb434daab3589019cdbcf2/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133137-478a5d147fdb434daab3589019cdbcf2/official_result.json.gz
case_046,2,3,98226,98226,0.0,2570432,方案/p2/n3/case_046_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133147-c8cc46e4f90d4cb695e374627564c41d/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133147-c8cc46e4f90d4cb695e374627564c41d/official_result.json.gz
case_046,2,4,78100,78100,0.0,2791200,方案/p2/n4/case_046_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133155-e089c9437bdf432aac39e2ead37b6229/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133155-e089c9437bdf432aac39e2ead37b6229/official_result.json.gz
case_046,2,5,93267,78100,16.26191471796027,2791200,方案/p2/n5/case_046_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/跨核继承_v1/evaluations/attempts/20260924T215823-b88a847ff49f4e16bd6f3f53b655ba50/record.json,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/跨核继承_v1/evaluations/attempts/20260924T215823-b88a847ff49f4e16bd6f3f53b655ba50/official_result.json.gz
case_046,3,2,105690,105690,0.0,930400,方案/p3/n2/case_046_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144645-a02b0689a3694ad99ed285bda87c995b/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144645-a02b0689a3694ad99ed285bda87c995b/official_result.json.gz
case_046,3,3,93554,93554,0.0,2502848,方案/p3/n3/case_046_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144659-506beaced93f4041a3457c414668a4a0/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144659-506beaced93f4041a3457c414668a4a0/official_result.json.gz
case_046,3,4,77208,77208,0.0,2721568,方案/p3/n4/case_046_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144706-52f12ef2849a49a7b218b4d8bcd57e7a/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144706-52f12ef2849a49a7b218b4d8bcd57e7a/official_result.json.gz
case_046,3,5,90804,76087,16.207435795779922,2651936,方案/p3/n5/case_046_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T220229-a249f0285ecc4dac9a383e8499556c68/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T220229-a249f0285ecc4dac9a383e8499556c68/official_result.json.gz
case_047,1,2,325238,325238,0.0,265938,方案/p1/n2/case_047_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144318-1e8f3250f16a4de6b2ad45fe60eba0d3/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144318-1e8f3250f16a4de6b2ad45fe60eba0d3/official_result.json.gz
case_047,1,3,325720,325720,0.0,96076,方案/p1/n3/case_047_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144722-b51bada4fa2d453c8939bcd88d0b17af/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144722-b51bada4fa2d453c8939bcd88d0b17af/official_result.json.gz
case_047,1,4,325238,325238,0.0,265938,方案/p1/n4/case_047_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144904-3a20be87c17748cc8f3faff7ece7b7e1/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144904-3a20be87c17748cc8f3faff7ece7b7e1/official_result.json.gz
case_047,1,5,321049,321049,0.0,1331486,方案/p1/n5/case_047_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T145057-c6b214d8fb324d66a76b63881986edc3/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T145057-c6b214d8fb324d66a76b63881986edc3/official_result.json.gz
case_047,2,2,196688,196688,0.0,902662,方案/p2/n2/case_047_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133440-f0f027261c46462e89a1512f395dee79/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133440-f0f027261c46462e89a1512f395dee79/official_result.json.gz
case_047,2,3,129324,129324,0.0,1560748,方案/p2/n3/case_047_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133714-72473ea59ff142e5b4e41bf7d1cd0972/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133714-72473ea59ff142e5b4e41bf7d1cd0972/official_result.json.gz
case_047,2,4,112277,112277,0.0,2114418,方案/p2/n4/case_047_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133959-8668c526176f41e1abd62aae82eef9a6/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133959-8668c526176f41e1abd62aae82eef9a6/official_result.json.gz
case_047,2,5,95853,95504,0.3640991935567994,2651832,方案/p2/n5/case_047_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T220709-5783a72a049e467eb174fb91e0555479/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T220709-5783a72a049e467eb174fb91e0555479/official_result.json.gz
case_047,3,2,185722,185722,0.0,902790,方案/p3/n2/case_047_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144930-815cf8a8c83449a2bb1c228d88402354/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T144930-815cf8a8c83449a2bb1c228d88402354/official_result.json.gz
case_047,3,3,127936,127936,0.0,1560748,方案/p3/n3/case_047_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T145214-77e5cb975bf24787910e55a4195aa903/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T145214-77e5cb975bf24787910e55a4195aa903/official_result.json.gz
case_047,3,4,109306,109306,0.0,2112370,方案/p3/n4/case_047_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T145459-268ef85efef24dfc90419139699490e6/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T145459-268ef85efef24dfc90419139699490e6/official_result.json.gz
case_047,3,5,93047,93047,0.0,2651832,方案/p3/n5/case_047_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T145722-e38bbc9a6dd64ab8b8decc0b81433063/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T145722-e38bbc9a6dd64ab8b8decc0b81433063/official_result.json.gz
case_048,1,2,222220,222220,0.0,0,方案/p1/n2/case_048_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T095327-bfa3982367ec4a51855f778c861c4ee2/record.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T095327-bfa3982367ec4a51855f778c861c4ee2/official_result.json.gz
case_048,1,3,222220,222220,0.0,0,方案/p1/n3/case_048_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T145135-70d11966af994d25a6935896b36a4dab/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T145135-70d11966af994d25a6935896b36a4dab/official_result.json.gz
case_048,1,4,222220,222220,0.0,0,方案/p1/n4/case_048_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T145142-6b783fd738f1466abbc66b751b99a53d/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T145142-6b783fd738f1466abbc66b751b99a53d/official_result.json.gz
case_048,1,5,222220,222220,0.0,0,方案/p1/n5/case_048_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T095328-f66151f3cd504323a45d0246317a72a1/record.json,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T095328-f66151f3cd504323a45d0246317a72a1/official_result.json.gz
case_048,2,2,114065,114065,0.0,479718,方案/p2/n2/case_048_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133716-37f7688dc93e4b9d8e0bd5a1a12d00ac/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133716-37f7688dc93e4b9d8e0bd5a1a12d00ac/official_result.json.gz
case_048,2,3,103645,103645,0.0,725004,方案/p2/n3/case_048_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133735-f3ddd3a2decf47409a652a4771d2b053/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133735-f3ddd3a2decf47409a652a4771d2b053/official_result.json.gz
case_048,2,4,102067,102067,0.0,792656,方案/p2/n4/case_048_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133750-9c922193d7d24adb96d997443182d508/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133750-9c922193d7d24adb96d997443182d508/official_result.json.gz
case_048,2,5,98926,98926,0.0,1236824,方案/p2/n5/case_048_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133754-9551b0cf101947e5917fed2852d571ca/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T133754-9551b0cf101947e5917fed2852d571ca/official_result.json.gz
case_048,3,2,114065,114065,0.0,479718,方案/p3/n2/case_048_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T145517-d65fa74616534f5688381a08d661b789/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T145517-d65fa74616534f5688381a08d661b789/official_result.json.gz
case_048,3,3,103968,103968,0.0,724876,方案/p3/n3/case_048_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T145536-a039598002e6418391031d4e1f2536e8/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T145536-a039598002e6418391031d4e1f2536e8/official_result.json.gz
case_048,3,4,102062,102062,0.0,788432,方案/p3/n4/case_048_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T145551-b9c74bf519e84b21a17159f2af2547ce/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T145551-b9c74bf519e84b21a17159f2af2547ce/official_result.json.gz
case_048,3,5,98781,98781,0.0,1236824,方案/p3/n5/case_048_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T145608-13b27495659a4bb3b8f052c23bcbb52e/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T145608-13b27495659a4bb3b8f052c23bcbb52e/official_result.json.gz
