case,problem,cores,makespan,baseline,speedup,lower_bound,lb_ratio,upper_possible_reduction_pct,active_cores,compute_ops,largest_component_work_M_fraction,original_copy_bytes,added_copy_bytes,spill_bytes,stage,name,logical_calls,new_calls,cache_hits,elapsed,summary_path
case_032,2,2,17616,41443,2.3525772025431424,16997.5,1.0363877040741285,3.511012715712991,2,827,0.15842364532019704,293088,6216,0,trace,trace_r00_01_compute_dependency_tail,24,22,2,7.538845791015774,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_032/p2_n2/attempt_0001/summary.json
case_032,2,3,11874,41443,3.4902307562742125,11331.666666666666,1.0478599794087367,4.567402167200052,3,827,0.15842364532019704,293088,6144,0,component,wcc_start0_affinity_a3_per_component_w15,24,24,0,7.8444667080184445,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_032/p2_n3/attempt_0001/summary.json
case_032,2,4,10061,41443,4.119173044428983,8498.75,1.1838211501691425,15.527780538713841,4,827,0.15842364532019704,293088,6144,0,trace,trace_r00_04_hot_pipe_single_move,24,24,0,8.119167750002816,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_032/p2_n4/attempt_0001/summary.json
case_032,2,5,10414,41443,3.9795467639715767,6799.0,1.53169583762318,34.71288649894373,5,827,0.15842364532019704,293088,12360,0,component,wcc_start0_simple_a5_per_component_lpt_mv,24,13,11,3.9643807080574334,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_032/p2_n5/attempt_0001/summary.json
case_033,2,2,900290,1774196,1.9706938875251307,864054.0,1.041937193740206,4.024925301847182,2,3465,0.021762528730843212,2972910,6925344,4990464,component,wcc_task_1_mv_complement_batch2,24,22,2,33.79672720807139,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_033/p2_n2/attempt_0001/summary.json
case_033,2,3,605529,1774196,2.9299934437491846,576036.0,1.0511999250046873,4.870617261931298,3,3465,0.021762528730843212,2972910,6986820,3001344,trace,trace_r00_06_hot_pipe_single_move,24,24,0,38.070537166902795,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_033/p2_n3/attempt_0001/summary.json
case_033,2,4,459203,1774196,3.8636420058231327,432027.0,1.0629034759401612,5.918079803485609,4,3465,0.021762528730843212,2972910,5436480,1625088,component,wcc_task_4_mv_complement_batch2,24,24,0,37.80465325003024,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_033/p2_n4/attempt_0001/summary.json
case_033,2,5,371790,1774196,4.772037978428683,345621.6,1.0757140178738829,7.03848946986203,5,3465,0.021762528730843212,2972910,4918848,903168,component,wcc_task_6_mv_complement_batch2,24,14,10,18.85388662503101,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_033/p2_n5/attempt_0001/summary.json
case_034,2,2,393231,842996,2.143767912499269,374580.0,1.0497917667787922,4.743013648466166,2,3745,0.013535159378503924,2280386,1177088,0,component,wcc_start0_affinity_a2_per_component_w75,24,22,2,36.165862749912776,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_034/p2_n2/attempt_0001/summary.json
case_034,2,3,267271,842996,3.1540870502224334,249720.0,1.0702827166426399,6.566743118407903,3,3745,0.013535159378503924,2280386,1889280,0,component,wcc_start1_affinity_a3_per_component_w15,24,24,0,37.30836783302948,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_034/p2_n3/attempt_0001/summary.json
case_034,2,4,207548,842996,4.061691753232987,187290.0,1.1081638101340168,9.760633684737986,4,3745,0.013535159378503924,2280386,3059200,0,component,wcc_start0_simple_a4_per_component_lpt_mv,24,24,0,37.59852100000717,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_034/p2_n4/attempt_0001/summary.json
case_034,2,5,167921,842996,5.020194019806933,149832.0,1.120728549308559,10.772327463509622,5,3745,0.013535159378503924,2280386,2840580,0,trace,trace_r00_06_hot_pipe_single_move,24,14,10,19.38683770899661,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_034/p2_n5/attempt_0001/summary.json
case_035,2,2,92625,169571,1.8307260458839407,71954.5,1.28727181760696,22.316329284750335,2,3857,0.7311551324929252,410854,0,0,trace,trace_r00_03_stable_id,24,21,3,26.53405404195655,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_035/p2_n2/attempt_0001/summary.json
case_035,2,3,89161,169571,1.9018517064635883,47969.666666666664,1.8586954255814438,46.1988238504877,3,3857,0.7311551324929252,410854,0,0,trace,trace_r00_03_stable_id,24,24,0,29.64042820793111,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_035/p2_n3/attempt_0001/summary.json
case_035,2,4,57955,169571,2.925908032093866,35977.25,1.6108790972072629,37.922094728668796,4,3857,0.7311551324929252,410854,1119718,0,trace,trace_r00_05_cross_release_dependency_tail,24,24,0,36.61757983407006,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_035/p2_n4/attempt_0001/summary.json
case_035,2,5,52277,169571,3.2437018191556515,28781.8,1.8163214253451834,44.94366547430037,5,3857,0.7311551324929252,410854,1130532,0,trace,trace_r00_05_cross_release_dependency_tail,24,13,11,20.138180540991016,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_035/p2_n5/attempt_0001/summary.json
case_036,2,2,466068,931510,1.998656848356892,465600.0,1.0010051546391752,0.10041453178506465,2,2400,0.00125,6554752,1152,0,component,wcc_start0_simple_a2_per_core_lpt_mv,9,6,3,9.428011375013739,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_036/p2_n2/attempt_0001/summary.json
case_036,2,3,311345,931510,2.991890025534375,310400.0,1.0030444587628866,0.3035218166342779,3,2400,0.00125,6554752,2304,0,component,wcc_start0_simple_a3_per_core_lpt_mv,10,10,0,13.19913149997592,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_036/p2_n3/attempt_0001/summary.json
case_036,2,4,233584,931510,3.987901568600589,232800.0,1.0033676975945016,0.33563942735803654,4,2400,0.00125,6554752,3456,0,component,wcc_start0_simple_a4_per_core_lpt_mv,9,9,0,11.677439499995671,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_036/p2_n4/attempt_0001/summary.json
case_036,2,5,187182,931510,4.976493466252097,186240.0,1.0050579896907217,0.5032535179664732,5,2400,0.00125,6554752,4608,0,component,wcc_start0_simple_a5_per_core_lpt_mv,9,1,8,2.2905706660822034,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_036/p2_n5/attempt_0001/summary.json
case_037,2,2,105374,210001,1.992910964754114,104800.0,1.0054770992366413,0.5447264030975396,2,780,0.05,614400,204800,0,component,wcc_start0_simple_a2_per_core_lpt_mv,14,11,3,5.148767624981701,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_037/p2_n2/attempt_0001/summary.json
case_037,2,3,74038,210001,2.836394824279424,69866.66666666667,1.0597041984732825,5.634043779320519,3,780,0.05,614400,491520,0,component,wcc_task_2_mv_complement_batch2,14,14,0,6.364805874996819,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_037/p2_n3/attempt_0001/summary.json
case_037,2,4,53320,210001,3.938503375843961,52400.0,1.0175572519083969,1.7254313578394576,4,780,0.05,614400,614400,0,component,wcc_start0_simple_a4_per_core_lpt_mv,14,14,0,6.620003791060299,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_037/p2_n4/attempt_0001/summary.json
case_037,2,5,43013,210001,4.882268151489085,41920.0,1.0260734732824428,2.5410922279310855,5,780,0.05,614400,778240,0,component,wcc_task_4_mv_complement_batch2,14,4,10,2.0476727499626577,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_037/p2_n5/attempt_0001/summary.json
case_038,2,2,680922,1364555,2.003981366441384,662500.0,1.0278067924528302,2.705449375993141,2,5907,0.020169056603773584,2802950,6798976,4273152,trace,trace_r00_10_hot_pipe_single_move,24,22,2,71.24684899998829,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_038/p2_n2/attempt_0001/summary.json
case_038,2,3,457910,1364555,2.9799633115677753,441666.6666666667,1.036777358490566,3.547276393468868,3,5907,0.020169056603773584,2802950,5497344,1622016,component,wcc_start0_affinity_a3_per_component_w75,24,24,0,72.18035174999386,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_038/p2_n3/attempt_0001/summary.json
case_038,2,4,343442,1364555,3.97317450981534,331250.0,1.036806037735849,3.5499443865339653,4,5907,0.020169056603773584,2802950,6811712,1867264,trace,trace_r00_02_hot_pipe_swap,24,24,0,69.63518712494988,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_038/p2_n4/attempt_0001/summary.json
case_038,2,5,277456,1364555,4.918095121388617,265000.0,1.0470037735849056,4.489360475174442,5,5907,0.020169056603773584,2802950,7258624,1489408,component,wcc_task_5_mv_complement_batch2,24,14,10,32.86160037503578,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_038/p2_n5/attempt_0001/summary.json
case_039,2,2,708253,1435262,2.0264820622009365,688940.0,1.0280329201381833,2.7268504333903265,2,5250,0.014285714285714285,4489216,9187328,5918720,trace,trace_r00_01_stable_id,14,12,2,41.50126199994702,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_039/p2_n2/attempt_0001/summary.json
case_039,2,3,483565,1435262,2.9680849523848916,459293.3333333333,1.0528456759659768,5.019318326733058,3,5250,0.014285714285714285,4489216,14925824,6520832,trace,trace_r00_03_stable_id,24,24,0,67.02335549995769,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_039/p2_n3/attempt_0001/summary.json
case_039,2,4,373028,1435262,3.8475985716889887,344470.0,1.0829041716259762,7.655725575560012,4,5250,0.014285714285714285,4489216,12165120,5783552,trace,trace_r00_01_stable_id,14,14,0,42.35366124997381,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_039/p2_n4/attempt_0001/summary.json
case_039,2,5,308167,1435262,4.657416271047841,275576.0,1.1182650158214067,10.575759247421047,5,5250,0.014285714285714285,4489216,10448896,2977792,component,wcc_task_7_mv_complement_batch2,14,4,10,12.285759083926678,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_039/p2_n5/attempt_0001/summary.json
case_040,2,2,137941,253454,1.8374087472180134,92875.5,1.485224844011607,32.670127083318235,2,3083,0.648376379809238,911238,20540,8252,trace,trace_r00_03_stable_id,24,22,2,23.90669199998956,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_040/p2_n2/attempt_0001/summary.json
case_040,2,3,100597,253454,2.5194985933974174,61917.0,1.6247072694090476,38.45045080867223,3,3083,0.648376379809238,911238,0,0,trace,trace_r00_03_stable_id,24,24,0,24.942717542056926,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_040/p2_n3/attempt_0001/summary.json
case_040,2,4,100182,253454,2.5299355173584077,46437.75,2.1573396643894247,53.64661316404145,4,3083,0.648376379809238,911238,0,0,trace,trace_r00_03_stable_id,24,24,0,24.97819745808374,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_040/p2_n4/attempt_0001/summary.json
case_040,2,5,68535,253454,3.6981688188516815,37150.2,1.8448083724986677,45.79382797110966,5,3083,0.648376379809238,911238,2174780,0,trace,trace_r00_05_cross_release_dependency_tail,24,14,10,16.182704333914444,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_040/p2_n5/attempt_0001/summary.json
case_041,2,2,2992480,6003957,2.006348246270652,2947620.0,1.0152190580875418,1.4990910549109726,2,16594,0.004895474993384493,4949980,33490944,28597248,component,wcc_start0_simple_a2_per_core_lpt_mv,24,22,2,361.841700292076,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_041/p2_n2/attempt_0001/summary.json
case_041,2,3,1991212,6003957,3.015227409236184,1965080.0,1.0132981863333808,1.3123665385704752,3,16594,0.004895474993384493,4949980,34887680,25092096,trace,trace_r00_00_hot_pipe_single_move,24,24,0,361.51319520908874,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_041/p2_n3/attempt_0001/summary.json
case_041,2,4,1490603,6003957,4.027871270888358,1473810.0,1.0113942774170348,1.1265910507358479,4,16594,0.004895474993384493,4949980,39164928,24815616,component,wcc_start0_simple_a4_per_core_lpt_mv,24,24,0,302.698265834013,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_041/p2_n4/attempt_0001/summary.json
case_041,2,5,1196379,6003957,5.018440644645217,1179048.0,1.0146991471085147,1.4486212145148003,5,16594,0.004895474993384493,4949980,40630272,22609920,component,wcc_start0_simple_a5_per_core_lpt_mv,24,14,10,139.57945745799225,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_041/p2_n5/attempt_0001/summary.json
case_042,2,2,840111,1686740,2.007758498579354,799538.0,1.050745555558335,4.829480866218871,2,4733,0.024389084696412176,2388964,7262496,5210112,component,wcc_start0_simple_a2_per_core_lpt_mv,24,21,3,49.15427445806563,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_042/p2_n2/attempt_0001/summary.json
case_042,2,3,571947,1686740,2.9491194114139945,533025.3333333334,1.0730202942199119,6.805117723611909,3,4733,0.024389084696412176,2388964,8251680,4300800,component,wcc_start0_simple_a3_per_core_lpt_mv,24,24,0,53.44845999998506,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_042/p2_n3/attempt_0001/summary.json
case_042,2,4,444135,1686740,3.7978092246726782,399769.0,1.1109790904247203,9.989305053643605,4,4733,0.024389084696412176,2388964,7130112,3124224,component,wcc_task_4_mv_complement_batch2,24,24,0,61.99366295803338,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_042/p2_n4/attempt_0001/summary.json
case_042,2,5,358905,1686740,4.699683760326549,319815.2,1.1222262106366425,10.89140580376422,5,4733,0.024389084696412176,2388964,6982656,2307072,component,wcc_task_6_mv_complement_batch2,24,14,10,27.231340792030096,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_042/p2_n5/attempt_0001/summary.json
case_043,2,2,352991,677656,1.9197543280140288,258876.0,1.363552434370123,26.66215285942134,2,9309,0.4013813563250359,1431122,458788,90148,trace,trace_r00_03_stable_id,24,22,2,111.52320004196372,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_043/p2_n2/attempt_0001/summary.json
case_043,2,3,260496,677656,2.6014065475093666,172584.0,1.509386733416771,33.747927031509114,3,9309,0.4013813563250359,1431122,190524,98364,trace,trace_r00_03_stable_id,24,24,0,122.72732683399227,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_043/p2_n3/attempt_0001/summary.json
case_043,2,4,255399,677656,2.6533228399484727,129438.0,1.9731377184443517,49.3193003888034,4,9309,0.4013813563250359,1431122,1045530,584730,trace,trace_r00_01_compute_dependency_tail,24,24,0,118.61563354101963,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_043/p2_n4/attempt_0001/summary.json
case_043,2,5,171710,677656,3.9465144720750103,103550.4,1.6582263322980888,39.6946013627628,5,9309,0.4013813563250359,1431122,6691004,0,trace,trace_r00_05_cross_release_dependency_tail,24,13,11,64.35829079104587,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_043/p2_n5/attempt_0001/summary.json
case_044,2,2,44806,154407,3.446123287059769,37202.0,1.2043976130315575,16.970941391777885,2,1364,0.09090909090909091,975456,1020512,0,operation,op_critical_path_w200,24,21,3,16.112780875060707,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_044/p2_n2/attempt_0001/summary.json
case_044,2,3,54028,154407,2.8579070111793885,24801.333333333332,2.1784312671361756,54.09540731966141,3,1364,0.09090909090909091,975456,1860800,0,operation,op_release_priority_w100,13,13,0,7.702145374962129,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_044/p2_n3/attempt_0001/summary.json
case_044,2,4,67402,154407,2.2908370671493428,18601.0,3.6235686253427235,72.40289605649683,4,1364,0.09090909090909091,975456,2832160,0,operation,op_release_priority_w100,23,23,0,14.794723832979798,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_044/p2_n4/attempt_0001/summary.json
case_044,2,5,82308,154407,1.8759658842396851,16257.6,5.062739887806318,80.24784954074939,5,1364,0.09090909090909091,975456,3568768,0,trace,trace_r00_03_producer_single,24,12,12,8.81841008295305,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_044/p2_n5/attempt_0001/summary.json
case_045,2,2,62983,125614,1.9944111903211978,62738.0,1.0039051292677483,0.38899385548480936,2,1651,0.0,557056,0,0,component,wcc_task_1_mv_complement_batch2,14,12,2,10.13871775008738,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_045/p2_n2/attempt_0001/summary.json
case_045,2,3,42214,125614,2.975647889325816,41825.333333333336,1.0092926137269278,0.9207056110926759,3,1651,0.0,557056,0,0,component,wcc_task_2_mv_complement_batch2,14,14,0,10.867862708983012,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_045/p2_n3/attempt_0001/summary.json
case_045,2,4,31878,125614,3.940460505677897,31369.0,1.016226210590073,1.5967124662776833,4,1651,0.0,557056,0,0,component,wcc_start0_simple_a4_per_core_lpt_mv,14,14,0,10.057780167087913,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_045/p2_n4/attempt_0001/summary.json
case_045,2,5,25770,125614,4.874427629025999,25095.2,1.0268896043864961,2.618548700038803,5,1651,0.0,557056,0,0,component,wcc_task_4_mv_complement_batch2,14,4,10,2.901789166033268,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_045/p2_n5/attempt_0001/summary.json
case_046,2,2,105690,276455,2.615715772542341,104624.0,1.0101888667992047,1.0086100861008584,2,992,0.125,1061472,930400,0,operation,op_release_priority_w100,13,10,3,4.401830332935788,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_046/p2_n2/attempt_0001/summary.json
case_046,2,3,98226,276455,2.814478854885672,69749.33333333333,1.4082715246979662,28.99096641079416,3,992,0.125,1061472,2570432,0,trace,trace_r00_04_hot_pipe_swap,24,24,0,11.877212916966528,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_046/p2_n3/attempt_0001/summary.json
case_046,2,4,78100,276455,3.5397567221510884,52312.0,1.492965285211806,33.019206145966706,4,992,0.125,1061472,2791200,0,operation,op_release_priority_w100,13,13,0,5.625276583945379,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_046/p2_n4/attempt_0001/summary.json
case_046,2,5,93267,276455,2.9641245027716128,41849.6,2.2286234515981036,55.129252575937905,5,992,0.125,1061472,3721600,0,operation,op_release_priority_w200,13,2,11,1.4147178750718012,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_046/p2_n5/attempt_0001/summary.json
case_047,2,2,196688,326508,1.6600300984300007,129685.0,1.5166595982573159,34.065626779468,2,13710,1.0,463942,902662,0,trace,trace_r00_08_producer_single,21,20,1,190.5773286250187,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_047/p2_n2/attempt_0001/summary.json
case_047,2,3,129324,326508,2.5247285886610373,86456.66666666667,1.4958244978216446,33.14723742950522,3,13710,1.0,463942,1560748,0,trace,trace_r00_05_cross_release_dependency_tail,21,21,0,168.50826274999417,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_047/p2_n3/attempt_0001/summary.json
case_047,2,4,112277,326508,2.9080577500289464,64842.5,1.7315341018622046,42.247744417823775,4,13710,1.0,463942,2114418,0,trace,trace_r00_05_cross_release_dependency_tail,21,21,0,161.56112208298873,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_047/p2_n4/attempt_0001/summary.json
case_047,2,5,95853,326508,3.4063409595943788,51874.0,1.8478042950225546,45.881714708981455,5,13710,1.0,463942,2651832,0,trace,trace_r00_05_cross_release_dependency_tail,21,12,9,75.42459991690703,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_047/p2_n5/attempt_0001/summary.json
case_048,2,2,114065,222220,1.9481874369876824,75960,1.5016456029489205,33.406391092797975,2,1728,1.0,414790,479718,0,trace,trace_r00_05_stable_id,21,20,1,12.730108459014446,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_048/p2_n2/attempt_0001/summary.json
case_048,2,3,103645,222220,2.144049399392156,75960,1.3644681411269088,26.711370543682765,3,1728,1.0,414790,725004,0,trace,trace_r00_08_stable_id,21,21,0,17.383493624976836,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_048/p2_n3/attempt_0001/summary.json
case_048,2,4,102067,222220,2.177197331164823,75960,1.3436940494997367,25.578296609090113,4,1728,1.0,414790,792656,0,trace,trace_r00_06_producer_single,21,21,0,14.47984579205513,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_048/p2_n4/attempt_0001/summary.json
case_048,2,5,98926,222220,2.2463255362594263,75960,1.3023433385992629,23.215332672907017,5,1728,1.0,414790,1236824,0,trace,trace_r00_00_producer_single,21,12,9,9.271436291979626,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_048/p2_n5/attempt_0001/summary.json
case_049,2,2,128585,196276,1.5264299879457168,82857.5,1.5518812418911987,35.56207955826884,2,4303,0.8562809017011649,152540,3165178,0,trace,trace_r00_09_producer_single,24,21,3,44.55817695893347,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_049/p2_n2/attempt_0001/summary.json
case_049,2,3,94641,196276,2.0739003180439766,55238.333333333336,1.713321063271279,41.633823254896576,3,4303,0.8562809017011649,152540,3868720,0,trace,trace_r00_05_cross_release_dependency_tail,24,24,0,50.18201416602824,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_049/p2_n3/attempt_0001/summary.json
case_049,2,4,93550,196276,2.0980865847140566,41428.75,2.2580937151132967,55.71485836451095,4,4303,0.8562809017011649,152540,4523478,0,trace,trace_r00_02_cross_release_dependency_tail,24,24,0,54.80411216698121,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_049/p2_n4/attempt_0001/summary.json
case_049,2,5,59914,196276,3.2759622125045897,33143.0,1.8077422080077241,44.68237807524118,5,4303,0.8562809017011649,152540,1782112,0,trace,trace_r00_05_cross_release_dependency_tail,24,12,12,19.62733620905783,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_049/p2_n5/attempt_0001/summary.json
case_050,2,2,93560,149690,1.5999358700299273,66705.5,1.4025829954051765,28.702971355280038,2,4555,0.8734605911330049,319376,950954,95746,trace,trace_r00_05_cross_release_dependency_tail,24,21,3,37.648710042005405,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_050/p2_n2/attempt_0001/summary.json
case_050,2,3,56241,149690,2.6615814085809286,44470.333333333336,1.264685820509553,20.92897826615221,3,4555,0.8734605911330049,319376,1214252,0,trace,trace_r00_05_cross_release_dependency_tail,24,24,0,41.799213082995266,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_050/p2_n3/attempt_0001/summary.json
case_050,2,4,60703,149690,2.4659407278058745,33352.75,1.8200298326224973,45.055845674843084,4,4555,0.8734605911330049,319376,1237226,0,trace,trace_r00_05_cross_release_dependency_tail,24,24,0,42.10218845901545,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_050/p2_n4/attempt_0001/summary.json
case_050,2,5,48891,149690,3.0617086989425455,26682.2,1.8323451589449145,45.4251293694136,5,4555,0.8734605911330049,319376,1481220,0,trace,trace_r00_05_cross_release_dependency_tail,24,14,10,22.871862374944612,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_050/p2_n5/attempt_0001/summary.json
case_051,2,2,319230,607628,1.903417598596623,303540.0,1.0516900573235817,4.914951602293016,2,1416,0.0,393218,394080,0,trace,trace_r00_00_producer_single,21,20,1,10.713843540987,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_051/p2_n2/attempt_0001/summary.json
case_051,2,3,228533,607628,2.6588195140307964,202360.0,1.1293388021348092,11.452612970555675,3,1416,0.0,393218,263200,0,operation,op_stable_id_w100,20,20,0,11.11009816697333,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_051/p2_n3/attempt_0001/summary.json
case_051,2,4,179465,607628,3.385774384977572,151770.0,1.1824800685247414,15.431978380185551,4,1416,0.0,393218,197848,0,operation,op_stable_id_w100,20,20,0,11.556186874979176,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p2_seed17/slots/case_051/p2_n4/attempt_0001/summary.json
