case,method,seed,makespan,logical_calls,new_calls,elapsed_seconds,timeouts,stop_reason,winner_plan
case_086,portfolio_diverse,73,95806,12,0,1.4802789579844102,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105147-3e346f717f0b45da9d8b57249c811029/plan.json
case_081,portfolio_diverse,73,30943,6,0,1.1507840829435736,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105148-d4e376768e614c04a23a227c82a6b0b6/plan.json
case_027,portfolio_diverse,42,558753,7,0,0.7426442080177367,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105149-a6cfad549bdd4692b76a4b164d7d0182/plan.json
case_036,portfolio_diverse,42,187182,6,0,1.146710166009143,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105149-c43e85f1753d468482e4a6fcdfb78cb7/plan.json
case_064,portfolio_diverse,42,16463,12,1,0.4854433329310268,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105150-13c882dbd885494882fc7e09b8e5c787/plan.json
case_023,portfolio_diverse,73,23846,5,0,0.4325560419820249,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105151-82faf11bb1594f97b01c851f9d6f99bc/plan.json
case_048,portfolio_diverse,73,211661,12,2,1.0814456670777872,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105152-d9d5333461ae40f691f60b1b4fdd6893/plan.json
case_026,portfolio_diverse,42,41665,12,0,0.3377312080701813,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105152-116795990eda404dbd9608c1b05c264c/plan.json
case_018,portfolio_diverse,73,205917,8,0,1.285547334002331,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105154-8584120a727d405a971cec7c3863b28a/plan.json
case_038,portfolio_diverse,73,278976,6,0,2.7579854999203235,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105157-d667d4ac62574f92b0d134ec44a49b2b/plan.json
case_018,portfolio_diverse,42,205917,8,0,1.2643773750169203,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105158-08e62e11bbd64793b06d3f57f8499078/plan.json
case_038,portfolio_diverse,17,276281,5,0,2.6911553329555318,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105159-735efde3f2544757affcb0f48816b985/plan.json
case_017,portfolio_diverse,17,35496,6,0,0.6003924590768293,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105159-d26c891b53e44832a0d29aca01601a72/plan.json
case_074,portfolio_diverse,17,330675,8,0,1.6018287499900907,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105201-003a352927ee477f9e21cac723a9c7c1/plan.json
case_038,portfolio_diverse,42,276053,6,0,2.82793591695372,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105204-9678192113fb469186ef63e2c0502331/plan.json
case_017,portfolio_diverse,42,35496,6,0,0.6035677080508322,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105204-6ccc5ad801fe4d8c85f5b02d14dcb658/plan.json
case_009,portfolio_diverse,73,83830,12,0,2.055208457983099,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105206-cdc5c3e030e7444980d3bcc7742fa75e/plan.json
case_026,portfolio_diverse,17,41665,12,0,0.3406751248985529,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105207-42df5ee43d4646f09d95a2e4f12ef2bd/plan.json
case_081,portfolio_diverse,17,30943,6,0,1.1766644170274958,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105209-c2444094ad104ef5a306618c06a90b63/plan.json
case_093,portfolio_diverse,17,15876,3,0,0.26958116702735424,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105211-40303ba83147455da7ffde25cf0de359/plan.json
case_068,portfolio_diverse,73,268666,12,1,2.7424912080168724,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105209-e1addf105b6f4ec493da2bd67aa82faa/plan.json
case_066,portfolio_diverse,17,199671,12,0,2.249868124956265,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105213-3f827192df084c2ca0eb0e6835659535/plan.json
case_074,portfolio_diverse,42,332448,8,0,1.6409549999516457,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105213-41ae0198d3064c74a53a068843ae3b30/plan.json
case_100,portfolio_diverse,42,57811,12,0,0.6225562079343945,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105215-d47221455fab4c49b2fe3725a549c83a/plan.json
case_036,portfolio_diverse,73,187182,6,0,1.175047833006829,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105215-e5454138e19f40d78d9d0e5c00ea6d7d/plan.json
case_009,portfolio_diverse,17,83830,12,0,2.1340300000738353,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105217-4caf262841fc4cf98b5e9d1be76b887e/plan.json
case_024,portfolio_diverse,17,1095114,12,0,2.1104722910095006,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105218-1da1e9175cf5496797f7c2b475992c52/plan.json
case_048,portfolio_diverse,42,211661,12,0,0.5764922079397365,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105219-fbc830df18df4013aed99884520a061f/plan.json
case_050,portfolio_diverse,17,77776,12,0,2.0461474580224603,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105220-66a8bb0bab2a47b184a9a30631a9ffae/plan.json
case_009,portfolio_diverse,42,83830,12,0,2.1071807499974966,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105220-1f7807361f074610b6265a25159b7cb4/plan.json
case_036,portfolio_diverse,17,187182,6,0,1.2340363749535754,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105221-3ea7bfbbb5a14f13a1f97c15ff2bbf0c/plan.json
case_071,portfolio_diverse,17,12170,12,1,0.46510387503076345,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105222-c1261b0f01584a04a27f7d4810918943/plan.json
case_066,portfolio_diverse,73,200034,12,0,2.480678166029975,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105225-660cc739ecd54d438b1c1a34257c5aa3/plan.json
case_002,portfolio_diverse,73,80355,12,0,0.8224677089601755,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105226-67a01e63fa06496ca74c85fe9ff6139a/plan.json
case_064,portfolio_diverse,73,16370,12,0,0.2752091250149533,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105228-4ba747f7f9bb4c81bf53f5dc203c96ba/plan.json
case_093,portfolio_diverse,73,15876,3,0,0.28965699998661876,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105229-f581e7c184f24b06aae46cfd5822c636/plan.json
case_037,portfolio_diverse,17,43013,8,0,0.413486999925226,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105230-af233067c06848fa9695c048b5d017d9/plan.json
case_017,portfolio_diverse,73,35496,6,0,0.6410285839810967,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105230-006005e510fb44a1b62482b2dd06c33c/plan.json
case_042,portfolio_diverse,17,342220,10,0,2.1421886670868844,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105231-df663e5d66f449edb4bed46a0f90b8c0/plan.json
case_002,portfolio_diverse,17,78244,12,0,0.8133912079501897,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105231-804850307d954d23bce571786f63f17f/plan.json
case_024,portfolio_diverse,42,1095114,12,0,2.1499323330353945,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105233-19b5bd0cb9134bcba8977f5e927cdfe5/plan.json
case_023,portfolio_diverse,17,23846,5,0,0.45899883296806365,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105233-db4ad045ab3f4165beef66e6c861e482/plan.json
case_042,portfolio_diverse,73,342220,10,0,2.180650750058703,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105233-63a94ea5b66f4a2581b0f2a1684cf324/plan.json
case_015,portfolio_diverse,42,43411,8,0,0.6520056249573827,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105233-1f42034f4da647d0aec40e12c1419336/plan.json
case_027,portfolio_diverse,17,558753,7,0,0.7665133750997484,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105234-93a3370d74a643c4861608fb35ede877/plan.json
case_066,portfolio_diverse,42,199028,12,0,2.328468458959833,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105236-cefdbefa58c64f5783eda6dca510f631/plan.json
case_050,portfolio_diverse,42,77776,11,0,2.223734249942936,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105237-ceb80af746a44153928b19793485b413/plan.json
case_002,portfolio_diverse,42,80355,12,0,0.8534921249374747,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105238-9d0a0b4926124c669439f4dccae7129e/plan.json
case_050,portfolio_diverse,73,77776,12,0,2.026589250075631,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105238-48883a57373f424090e72effe0741ad5/plan.json
case_086,portfolio_diverse,42,95806,12,0,1.6130741250235587,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105238-d27969093f0647628c3a388ee13f766b/plan.json
case_015,portfolio_diverse,17,43411,8,0,0.6247633330058306,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105239-8f65823d9bee40b48afcdcfcbfa9e799/plan.json
case_068,portfolio_diverse,42,268666,12,1,3.1785321249626577,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105241-ea6057e8a92b4a078e5c7809b95ff7ba/plan.json
case_037,portfolio_diverse,42,43013,8,0,0.40221708407625556,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105247-b066ded9887444d5a732b42d538de43b/plan.json
case_071,portfolio_diverse,42,11491,12,0,0.26370979205239564,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105248-a58eb395841e485eb246d13bbbee6b59/plan.json
case_048,portfolio_diverse,17,211661,12,0,0.5923055409220979,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105250-ffcf36497bec402d920781f19bcb5b27/plan.json
case_071,portfolio_diverse,73,12170,12,0,0.26401883410289884,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105251-5b7f6456372b448ba6c4f11262817f30/plan.json
case_100,portfolio_diverse,17,57811,12,0,0.6274925000034273,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105251-b626991c8f6146dd8f7428fbcbdb782b/plan.json
case_015,portfolio_diverse,73,43411,8,0,0.8267208749894053,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105255-88841a2786c440e4b8011a77c8299304/plan.json
case_068,portfolio_diverse,17,268666,12,0,2.6949515000451356,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105255-d8caadeb9c0e4a108a3c9791e083f017/plan.json
case_037,portfolio_diverse,73,43013,8,0,0.49719037499744445,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105256-25f3f46e14d34b6baf78d35cc3eabda3/plan.json
case_074,portfolio_diverse,73,331718,8,0,2.266227375017479,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105259-c493cf6df9004940a06fefebf02dcd9c/plan.json
case_026,portfolio_diverse,73,41665,12,0,0.43392370897345245,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105259-615f9d97df7e44428774e22c0e64df5b/plan.json
case_018,portfolio_diverse,17,205917,8,0,1.6439757910557091,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105300-1dd9cccd9a9b410bb7a86648b1ffd62c/plan.json
case_081,portfolio_diverse,42,30943,6,0,1.5403044159756973,0,budget_or_pool_exhausted,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T105304-d78050906be141afa240b1ee8f4635fa/plan.json
