case,problem,cores,makespan,added_copy,original_singlecore,speedup,source,source_plan,plan,verification,paper_plan_sha256
case_055,2,2,36179,57856,118835,3.2846402609248457,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_055/p2_n2/mature_prefix/evaluations/attempts/20260926T050700-06d579f8f8dc46cfb62306d3c7a6427a/plan.json,plans/p2/n2/case_055_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,d28b645300750252edccd5feecec1f34e6ba68449afab9f18d775bb082b93f3a
case_055,2,3,26196,57856,118835,4.536379599938922,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_055/p2_n3/mature_prefix/evaluations/attempts/20260926T043645-d534bee5da2749fc86e4ef625b6b3d7e/plan.json,plans/p2/n3/case_055_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,972cf65b27f5f2e602df29aa09fc5b196fc2729c5f4352d418f97d9c470fb966
case_055,2,4,21855,115712,118835,5.437428506062686,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_055/p2_n4/mature_prefix/evaluations/attempts/20260926T060752-da0521e3e87046ac8da84cc97d977c42/plan.json,plans/p2/n4/case_055_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,88ad8c10eccd99496b5f7bc3a80c3ca956d9a5eef90e425a3642f1d1289c1974
case_055,2,5,18793,157184,118835,6.323365082743575,three_metric_cold_wait_integrated,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/三指标联合推进_20260926/从头对照/slots/case_055_p2_n5/wait_integrated/evaluations/attempts/20260926T030218-b9bab4d169174074af66eecff8509a14/plan.json,plans/p2/n5/case_055_multicore_res.json,independent_replay_exact_match,cf85c809bf9786293c4adeb49f9054f174fc05252b94f830aaf3a300295247a3
case_055,3,1,70489,0,118835,1.6858658797826611,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_055/p3_n1/mature_prefix/evaluations/attempts/20260926T053827-973c032f6f2049138e96b17da7782b1c/plan.json,plans/p3/n1/case_055_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,848c118461ef11f1e2faf9aac10dfee5d4ce688c08182c227b440c6bb29efb53
case_055,3,2,36179,57856,118835,3.2846402609248457,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_055/p3_n2/mature_prefix/evaluations/attempts/20260926T061905-2a2e7388ca014a57a57ce2adf78ab331/plan.json,plans/p3/n2/case_055_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,d28b645300750252edccd5feecec1f34e6ba68449afab9f18d775bb082b93f3a
case_055,3,3,26196,57856,118835,4.536379599938922,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_055/p3_n3/mature_prefix/evaluations/attempts/20260926T054633-e882dce436884376aed928a8bdf3b588/plan.json,plans/p3/n3/case_055_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,972cf65b27f5f2e602df29aa09fc5b196fc2729c5f4352d418f97d9c470fb966
case_055,3,4,21340,115712,118835,5.568650421743206,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_055/p3_n4/mature_prefix/evaluations/attempts/20260926T043311-0e958c5c817440de9db0782d4e6647f6/plan.json,plans/p3/n4/case_055_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,88ad8c10eccd99496b5f7bc3a80c3ca956d9a5eef90e425a3642f1d1289c1974
case_055,3,5,19462,198656,118835,6.106001438701059,three_metric_cold_strong,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/三指标联合推进_20260926/从头对照/slots/case_055_p3_n5/strong/evaluations/attempts/20260926T024906-f32d9c3a167247d1a13a9a47caf87659/plan.json,plans/p3/n5/case_055_multicore_res.json,independent_replay_exact_match,741f6aeae3943b617bc6bdd116f22791247413cd77ead6824d350c2c453a0fed
case_056,1,1,277285,0,277285,1.0,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n1/case_056.json,plans/p1/n1/case_056_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,0f88548324acb2d80016bde12a87b1e36f2657616cb6fdb098016c87e799660b
case_056,1,2,239013,1570980,277285,1.1601251814754845,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n2/case_056.json,plans/p1/n2/case_056_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,864f7e055991d7a0189bf678ba90d5720080a19c73e6ef3bf82114fd52344d79
case_056,1,3,227837,1590966,277285,1.2170323520762651,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n3/case_056.json,plans/p1/n3/case_056_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,d8c38546a5e10f44fe3163ce1d78ba3b1fd9f5dbcfe678ea6f0cb2e48ac74501
case_056,1,4,219452,2075000,277285,1.2635337112443723,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n4/case_056.json,plans/p1/n4/case_056_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,e6e6bfd061c9f12623e6236f6eaca66fe70656be631ec22142b8c28728b960ca
case_056,1,5,136494,4461966,277285,2.0314812372705027,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发P1停滞分流B24_v1/slots/case_056/p1_n5/solver/evaluations/attempts/20260926T050046-678173bdf67a4acdafa827c86753b7ab/plan.json,plans/p1/n5/case_056_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,f83e5d82365afb8051dad5d74885c7dffe26c2978ce1b361fd31f1c6624ec9ef
case_056,2,1,246138,89280,277285,1.126542833694919,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_056/p2_n1/evaluations/attempts/20260926T060356-c92274eedd2d428badabe3e7ed96f800/plan.json,plans/p2/n1/case_056_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,00f91e12c22b82f64534947f26099135df0fc17511884d0fcbfc6e8ed11eee55
case_056,2,2,137372,4124990,277285,2.018497219229537,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_056/p2_n2/evaluations/attempts/20260926T061156-965c9698ca90463d9271e081e58b3ec3/plan.json,plans/p2/n2/case_056_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,58c9f994afc95e6025f441e173fc4ab4d9e224a2628be1ffc07118c425358839
case_056,2,3,125443,5730556,277285,2.2104461787425365,team13,A题研究/直接迭代/第十三轮成果/方案/p2/n3/case_056_multicore_res.json,plans/p2/n3/case_056_multicore_res.json,inherited_team13_success,e4122c14488d698539c9f92a4176e3f65a242ad87018e4382b04e1dbf09c0574
case_056,2,4,125443,5730556,277285,2.2104461787425365,team13,A题研究/直接迭代/第十三轮成果/方案/p2/n4/case_056_multicore_res.json,plans/p2/n4/case_056_multicore_res.json,inherited_team13_success,d85029231b8391e95f9ff7434a48894cc4b4b08c29afb0b308a01d74a222cb7b
case_056,2,5,82790,2734524,277285,3.3492571566614324,hardware_frontier_v1,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发全图顺序_v1/case_056/p2/evaluations/attempts/20260926T040007-c825238b061540c18cee572fa25c4ed3/plan.json,plans/p2/n5/case_056_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,79b370819d5034f7b22be54bab4e5bfc873b470e71fc9848907d6d18f16bd80c
case_056,3,1,246138,89280,277285,1.126542833694919,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_056/p3_n1/evaluations/attempts/20260926T060908-5cf7c8cb3cbb4f648cfa57b68bf2e96a/plan.json,plans/p3/n1/case_056_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,00f91e12c22b82f64534947f26099135df0fc17511884d0fcbfc6e8ed11eee55
case_056,3,2,137140,4124990,277285,2.021911914831559,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_056/p3_n2/evaluations/attempts/20260926T045434-50ed60887aa84e92880049e56ca01762/plan.json,plans/p3/n2/case_056_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,58c9f994afc95e6025f441e173fc4ab4d9e224a2628be1ffc07118c425358839
case_056,3,3,122694,5730556,277285,2.2599719627691655,team13,A题研究/直接迭代/第十三轮成果/方案/p3/n3/case_056_multicore_res.json,plans/p3/n3/case_056_multicore_res.json,inherited_team13_success,e4122c14488d698539c9f92a4176e3f65a242ad87018e4382b04e1dbf09c0574
case_056,3,4,122012,6410910,277285,2.2726043339999342,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_056/p3_n4/evaluations/attempts/20260926T050434-eb22d749553448b190f215ce9bb8cff0/plan.json,plans/p3/n4/case_056_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,c5b3fa48ff31c9887cefb1a72a607b2fda2aa0542ddfd17bcf2578aa04b11e75
case_056,3,5,79581,2734524,277285,3.484311581910255,hardware_frontier_v1,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发全图顺序_v1/case_056/p3/evaluations/attempts/20260926T040007-d8ce45980c484524b69f8b9af5a5dc17/plan.json,plans/p3/n5/case_056_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,79b370819d5034f7b22be54bab4e5bfc873b470e71fc9848907d6d18f16bd80c
case_057,1,1,59549,1075284,59726,1.0029723421048213,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n1/case_057.json,plans/p1/n1/case_057_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,884b2bf7d0400f7c723683abcedcb9d43e0ad04a976f11f98684133b8729c5d6
case_057,1,2,30180,22016,59726,1.9789927104042413,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n2/case_057.json,plans/p1/n2/case_057_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,e438c998f80b3642a61dc23d0c259232317d2df23c5b7f5c62d12683aa3aa924
case_057,1,3,20844,14400,59726,2.8653809249664173,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n3/case_057.json,plans/p1/n3/case_057_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,fdff5a1dbf4ffb9c6db291d02b4e966cea19133b829aa2884cdca86981939c07
case_057,1,4,16485,28224,59726,3.6230512587200487,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n4/case_057.json,plans/p1/n4/case_057_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,94830273f1b62bdf51a5f1194376914ce01922d4a200f65f0a1503dafc0fbc77
case_057,1,5,14028,14400,59726,4.257627601938979,joint_panel_strong,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_057/p1_n5/strong/summary.json,plans/p1/n5/case_057_multicore_res.json,fresh_panel_winner_replay,d7cd354267696a851647ec810d0985c33b72276e1dec61fcfa63b2f1ae4d2be1
case_057,2,1,47719,229384,59726,1.25161885202959,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_057/p2_n1/mature_prefix/evaluations/attempts/20260926T054101-c356e1020e644239b0458a09ebefc0ce/plan.json,plans/p2/n1/case_057_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,06cc22dcebb7c5d0537735b00742651b33f57fdf2cfd8c66615019772f30f102
case_057,2,2,25585,94496,59726,2.3344146961110024,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_057/p2_n2/mature_prefix/evaluations/attempts/20260926T060708-d6f499ff9d534f37a1a9ee237d066a51/plan.json,plans/p2/n2/case_057_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,27f2af259f0bb5112010afde673b0b7a7b2e17b1dabbf001589ca274dddef868
case_057,2,3,17798,288,59726,3.355770311270929,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_057/p2_n3/mature_prefix/evaluations/attempts/20260926T045409-d801f0be960f460893b842b452d28f26/plan.json,plans/p2/n3/case_057_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,879ea30ad646eb70040f2ab3dad49804ec419d5850b4729e1a935a8a65e4441b
case_057,2,4,14026,288,59726,4.258234706972765,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_057/p2_n4/mature_prefix/evaluations/attempts/20260926T053647-aa042fd26d324ad7a7ccde0a201f63fa/plan.json,plans/p2/n4/case_057_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,92e80427262d2c287529ab55bb63764ba444876720b06fa13b2cc0b5793b1d11
case_057,2,5,14028,14112,59726,4.257627601938979,ours,新增精选方案/p2/n5/case_057_multicore_res.json,plans/p2/n5/case_057_multicore_res.json,fresh_import_replay,1d3de486cbb57b5fd59efe09850f116bbe7f0d9eb9456d619eff2b841f42370d
case_057,3,1,47719,229384,59726,1.25161885202959,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_057/p3_n1/mature_prefix/evaluations/attempts/20260926T055536-cf7a537f056f4cb5b56e3925b70b5e82/plan.json,plans/p3/n1/case_057_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,06cc22dcebb7c5d0537735b00742651b33f57fdf2cfd8c66615019772f30f102
case_057,3,2,25553,69920,59726,2.3373380816342504,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_057/p3_n2/mature_prefix/evaluations/attempts/20260926T060715-61a7302c36074770ab2dc6a8786b90fe/plan.json,plans/p3/n2/case_057_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,a9dd484d0a003ca21fad5e6862a8b1eec5b50d9cfb04841be5e01df1d5b71371
case_057,3,3,17798,288,59726,3.355770311270929,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_057/p3_n3/mature_prefix/evaluations/attempts/20260926T054526-147c7a8d3a034367946c0917bbb557b0/plan.json,plans/p3/n3/case_057_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,879ea30ad646eb70040f2ab3dad49804ec419d5850b4729e1a935a8a65e4441b
case_057,3,4,14026,288,59726,4.258234706972765,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_057/p3_n4/mature_prefix/evaluations/attempts/20260926T050228-9732978735f6467990411c500f3a4729/plan.json,plans/p3/n4/case_057_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,92e80427262d2c287529ab55bb63764ba444876720b06fa13b2cc0b5793b1d11
case_057,3,5,14028,14112,59726,4.257627601938979,ours,新增精选方案/p3/n5/case_057_multicore_res.json,plans/p3/n5/case_057_multicore_res.json,fresh_import_replay,1d3de486cbb57b5fd59efe09850f116bbe7f0d9eb9456d619eff2b841f42370d
case_058,1,1,4365891,32440320,4539717,1.0398145533179826,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n1/case_058_multicore_res.json,plans/p1/n1/case_058_multicore_res.json,inherited_team13_success,20aee21a6ba12f3f8cc66511033c012f5826fc61916f9d836cee1cb34ee630f2
case_058,1,2,2217447,55418880,4539717,2.047271930287398,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n2/case_058.json,plans/p1/n2/case_058_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,794a98d6fb295772732bc83df2b42015f20df1cb0d2e7aad407c6d1d1e10ba52
case_058,1,3,1516388,31899648,4539717,2.993770064126068,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n3/case_058_multicore_res.json,plans/p1/n3/case_058_multicore_res.json,inherited_team13_success,7be70e7a104bf71826af4f2d65d06bb3897557353c564d35008c3cf3a6b9fd49
case_058,1,4,1134997,35819520,4539717,3.9997612328490737,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n4/case_058_multicore_res.json,plans/p1/n4/case_058_multicore_res.json,inherited_team13_success,00c6019393bb845256b53fd63d3884cb15050b624a8324f8e6ec974bb89b805c
case_058,1,5,937334,36671488,4539717,4.843222373241555,continuous_panel_mature,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/持续联合冲刺_20260926/正式75配置_v2_6并发/configurations/case_058_p1_n5/mature/attempt_001/mature_prefix/evaluations/attempts/20260926T134456-4f3bc992f8db40b5be4317cf80f9f0db/plan.json,plans/p1/n5/case_058_multicore_res.json,independent_time_copy_cache_and_input_hash_match,5b2d975ba53edd13501f2732ad6432609646f60554a3a2e4bac90951f2d7886f
case_058,2,1,4459065,71098368,4539717,1.0180871998950454,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_058/p2_n1/mature_prefix/evaluations/attempts/20260926T044828-a8c6f0d3bb4c4ed1b87de74a36563e18/plan.json,plans/p2/n1/case_058_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,5c8e4b57023c1c968d9973952230977214250aa9a2e786d9253e9247bb72d2d8
case_058,2,2,2238588,33644544,4539717,2.0279377000144736,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_058/p2_n2/mature_prefix/evaluations/attempts/20260926T043340-7ffa7f083c5b41169297fe6a95525bbb/plan.json,plans/p2/n2/case_058_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,d434b2c2c3783d682138d1ee540403f8ac2f9c2e25028ce265098b6bc52f8a98
case_058,2,3,1487365,31199232,4539717,3.0521875934958804,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_058/p2_n3/evaluations/attempts/20260926T060701-159e2fe3f07042b590326638e41d80c4/plan.json,plans/p2/n3/case_058_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,395067f9fa8ada8748291d1fe400aaa05d538ed5cb80d2fce2ac04970230428b
case_058,2,4,1131299,34217984,4539717,4.012835687117199,team13,A题研究/直接迭代/第十三轮成果/方案/p2/n4/case_058_multicore_res.json,plans/p2/n4/case_058_multicore_res.json,inherited_team13_success,c90a5762250c2b86af1e6169596f5be29cafbc5599da6bf67b09ccbcfd9d3809
case_058,2,5,911208,36388864,4539717,4.982086417151737,team13,A题研究/直接迭代/第十三轮成果/方案/p2/n5/case_058_multicore_res.json,plans/p2/n5/case_058_multicore_res.json,inherited_team13_success,e575594bf6434678d6b39c81f463a4c19656b4982f9ae6a1ee5659c94f8e665b
case_058,3,1,4473866,28766208,4539717,1.0147190371817127,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_058/p3_n1/mature_prefix/evaluations/attempts/20260926T051653-8f0140fa06d348c79a482035e0564581/plan.json,plans/p3/n1/case_058_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,5f3ee2ebf393c49756564a6e02e6d85af451e9d2814cde0f372b9ec78a380c60
case_058,3,2,2237150,33644544,4539717,2.029241222090606,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_058/p3_n2/mature_prefix/evaluations/attempts/20260926T052307-8346e02941d04ea684b4981380ada936/plan.json,plans/p3/n2/case_058_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,7e00990585692bf6960aa3e9c6a1416cf58fd15bb93a91f5fd49aa13b4fddb89
case_058,3,3,1487365,31199232,4539717,3.0521875934958804,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_058/p3_n3/evaluations/attempts/20260926T051335-0534b1f36d724da4924148d54edf051b/plan.json,plans/p3/n3/case_058_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,395067f9fa8ada8748291d1fe400aaa05d538ed5cb80d2fce2ac04970230428b
case_058,3,4,1115407,43626496,4539717,4.07000942256952,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_058/p3_n4/evaluations/attempts/20260926T054712-f6be6a8fd580465b906b2e9b6e781d3e/plan.json,plans/p3/n4/case_058_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,f48442b51d2666f466fab9a9fd26cb57fc778d30ee4270b288aa0be68d9759e7
case_058,3,5,880410,18444288,4539717,5.156366919957747,ours,新增精选方案/p3/n5/case_058_multicore_res.json,plans/p3/n5/case_058_multicore_res.json,fresh_import_replay,78547866aa4ab36cbf58ed888687079585225e9feb46be9c3962e63e1d114d32
case_059,1,1,738390,360448,829473,1.123353512371511,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n1/case_059.json,plans/p1/n1/case_059_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,8b6fb7fa00636f4fc2bfd1477007d44a039f87620ffc856fb4ede92d2b9bd875
case_059,1,2,369318,360448,829473,2.2459587672412393,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n2/case_059_multicore_res.json,plans/p1/n2/case_059_multicore_res.json,inherited_team13_success,017a927a7080d186759f518fc38b02d0e5a118b9f15aedd28767cb6da1c6997a
case_059,1,3,254073,1081344,829473,3.2647034513702753,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n3/case_059.json,plans/p1/n3/case_059_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,7d6f815d94d965051ae7b2bac361f595347d7eeabe80434b24af953535489e6b
case_059,1,4,185216,1081344,829473,4.478408992743607,team13,A题研究/直接迭代/第十三轮成果/方案/p1/n4/case_059_multicore_res.json,plans/p1/n4/case_059_multicore_res.json,inherited_team13_success,801061bbde3487d99112505ad503a6f22456b15f33ee02fce16e2cb71307e13a
case_059,1,5,150782,1847296,829473,5.501140719714555,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/远端P1恢复437_v1/plans/p1/n5/case_059.json,plans/p1/n5/case_059_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,506ea337a984c65f3f35b4edfddb4e3928706cef7e358ffe15761da9f5bef5c4
case_059,2,1,738041,0,829473,1.123884716431743,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_059/p2_n1/mature_prefix/evaluations/attempts/20260926T060207-6acd6845c6034b9784c8c29b92b07ec5/plan.json,plans/p2/n1/case_059_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,32e49f91beec622fb51bb519647eb220c6fe1f83b4395da078be60c601a66253
case_059,2,2,369318,360448,829473,2.2459587672412393,team13,A题研究/直接迭代/第十三轮成果/方案/p2/n2/case_059_multicore_res.json,plans/p2/n2/case_059_multicore_res.json,inherited_team13_success,017a927a7080d186759f518fc38b02d0e5a118b9f15aedd28767cb6da1c6997a
case_059,2,3,253549,1183744,829473,3.2714504888601414,team13,A题研究/直接迭代/第十三轮成果/方案/p2/n3/case_059_multicore_res.json,plans/p2/n3/case_059_multicore_res.json,inherited_team13_success,a545c782c4e8ff0d14f409d214b6098b9615425c8915df43f436fca910f4cdf7
case_059,2,4,185216,1081344,829473,4.478408992743607,team13,A题研究/直接迭代/第十三轮成果/方案/p2/n4/case_059_multicore_res.json,plans/p2/n4/case_059_multicore_res.json,inherited_team13_success,801061bbde3487d99112505ad503a6f22456b15f33ee02fce16e2cb71307e13a
case_059,2,5,148571,4087808,829473,5.583007450983032,ours,新增精选方案/p2/n5/case_059_multicore_res.json,plans/p2/n5/case_059_multicore_res.json,fresh_import_replay,0c45c66d25af0ae2d977952c62edecf8b8fdef76f75e0f350b4c1a6b2e09aedc
case_059,3,1,738041,0,829473,1.123884716431743,hardware_frontier,/home/konglingrui/.mathmodel/questionA/真机启发算法攻坚/A题研究/直接迭代/运行结果/硬件启发从头P23全1000_v1/slots/case_059/p3_n1/evaluations/attempts/20260926T053115-93e1a7cabb1c4a499c55456b5d6571c9/plan.json,plans/p3/n1/case_059_multicore_res.json,independent_official_time_copy_cache_and_input_hash_match,5158cdcf842acba76379927c402e945bf7feb87ebd29c5e2a972e1089914b870
case_059,3,2,369318,360448,829473,2.2459587672412393,team13,A题研究/直接迭代/第十三轮成果/方案/p3/n2/case_059_multicore_res.json,plans/p3/n2/case_059_multicore_res.json,inherited_team13_success,017a927a7080d186759f518fc38b02d0e5a118b9f15aedd28767cb6da1c6997a
case_059,3,3,253549,1183744,829473,3.2714504888601414,team13,A题研究/直接迭代/第十三轮成果/方案/p3/n3/case_059_multicore_res.json,plans/p3/n3/case_059_multicore_res.json,inherited_team13_success,a545c782c4e8ff0d14f409d214b6098b9615425c8915df43f436fca910f4cdf7
case_059,3,4,185216,1081344,829473,4.478408992743607,team13,A题研究/直接迭代/第十三轮成果/方案/p3/n4/case_059_multicore_res.json,plans/p3/n4/case_059_multicore_res.json,inherited_team13_success,801061bbde3487d99112505ad503a6f22456b15f33ee02fce16e2cb71307e13a
case_059,3,5,150528,4362240,829473,5.51042330994898,ours,新增精选方案/p3/n5/case_059_multicore_res.json,plans/p3/n5/case_059_multicore_res.json,fresh_import_replay,79c58b7da448a3be880e5c6ff13e3e60c07c3b87bc1c114e3defc9529820b969
